name,r_p,gain,cover_call,opponent
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 038",R,2,STRAP,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 039",R,4,REBEL,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 040",P,13,ANTHEM,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 041",R,0,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 042",P,12,SKY,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 043",P,0,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 044",P,23,SKY,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 045",P,-2,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 046",P,0,BUC,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 047",R,2,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 049",R,0,SKY,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 050",R,-1,REBEL,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 051",P,0,BUC,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 052",P,0,SKY,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 053",P,5,REBEL,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 054",P,-4,BLADE,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 056",R,6,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 057",P,0,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 058",P,0,SKY,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 059",P,4,12,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 060",R,10,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 061",P,0,ANTHEM,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 062",P,0,SKY,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 063",P,3,12,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 064",P,6,SKY,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 065",R,48,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 066",R,8,SKY,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 067",R,-1,SKY,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 068",P,20,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 069",R,-2,CHARGER,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 070",P,0,ANTHEM,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 071",R,0,BLADE,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 072",P,-7,REBEL,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 073",P,-7,12,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 074",P,7,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 075",P,0,REBEL,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 076",R,2,REBEL,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 077",R,0,REBEL,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 078",R,4,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 079",P,3,DOME,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 080",P,0,DOME,Columbia University
"18 09 HARVARD DEF vs PENN OFF, Play 001",P,0,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 002",R,-1,SOLDIER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 003",P,5,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 004",P,0,SOLDIER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 005",R,2,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 006",R,11,SOLDIER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 007",R,1,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 008",R,2,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 009",P,10,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 010",P,1,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 011",P,32,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 012",R,0,CHARGER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 013",R,0,CHARGER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 014",R,0,CHARGER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 015",P,0,CHARGER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 016",P,0,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 017",R,6,SOLDIER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 018",P,3,SOLDIER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 019",R,0,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 020",R,1,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 021",R,1,BUC,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 022",R,2,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 023",P,18,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 024",P,3,SOLDIER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 025",P,0,SOLDIER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 026",P,-3,12,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 027",P,0,SOLDIER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 028",R,1,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 029",P,0,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 030",R,0,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 032",P,10,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 034",P,0,12,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 035",R,1,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 036",P,5,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 037",R,4,SOLDIER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 038",P,0,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 039",P,-15,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 040",R,5,CROWN,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 041",P,21,CROWN,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 042",R,1,CROWN,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 043",R,8,SOLDIER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 044",R,2,DOME,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 045",P,0,BLADE,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 046",R,-4,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 047",P,20,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 048",P,2,SOLDIER,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 049",P,31,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 050",R,3,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 051",P,23,SKY,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 052",P,-7,12,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 053",R,4,WEASEL,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 054",R,5,12,University of Pennsylvania
"18 10 HARVARD DEF vs YALE OFF, Play 001",R,-1,FREEDOM,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 002",P,11,MONSTAH,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 003",P,0,DOME,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 004",R,-6,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 005",P,0,12,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 006",P,11,DOME,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 007",R,13,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 008",P,9,MONSTAH,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 009",R,4,FREEDOM,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 010",P,0,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 011",P,0,SMACK,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 012",P,11,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 013",P,10,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 014",P,0,FREEDOM,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 015",R,0,CHARGER,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 016",R,3,CHARGER,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 017",P,-1,MONSTAH,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 018",P,0,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 019",P,0,WEASEL,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 020",R,2,DOME,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 021",P,8,DOME,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 022",R,-1,FREEDOM,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 023",P,15,MONSTAH,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 024",P,0,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 025",P,5,SMACK,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 026",P,0,BLADE,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 027",R,-4,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 028",P,0,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 029",P,13,12,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 030",R,6,DOME,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 031",R,33,FREEDOM,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 033",R,4,FREEDOM,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 034",P,16,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 035",R,-6,MONSTAH,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 036",P,22,MONSTAH,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 037",P,0,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 038",P,0,WEASEL,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 039",P,0,12,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 040",R,4,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 041",P,25,DOME,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 042",R,0,FREEDOM,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 043",P,48,MONSTAH,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 044",R,-6,CHARGER,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 045",P,0,FREEDOM,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 046",P,0,7,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 047",R,3,CHARGER,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 048",R,1,CHARGER,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 049",R,4,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 050",R,15,SMACK,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 051",P,48,DOME,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 052",P,-8,CHARGER,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 053",P,0,WEASEL,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 054",P,0,WEASEL,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 055",R,3,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 056",P,13,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 057",P,0,DOME,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 058",P,4,BLADE,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 059",P,12,SHADE,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 060",P,0,DOME,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 061",R,7,FREEDOM,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 062",R,6,DOME,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 063",R,4,FREEDOM,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 064",P,10,BLADE,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 065",R,-6,DOME,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 066",P,0,SKY,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 067",P,14,SHADE,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 068",R,4,MONSTAH,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 069",R,0,MONSTAH,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 070",P,0,BUC,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 071",P,0,12,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 072",P,0,KNIFE,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 073",P,0,SKUNK,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 074",P,0,12,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 075",P,2,SKUNK,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 076",P,10,SHADE,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 077",P,17,SKUNK,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 078",P,0,MACHETE,Yale University
"HARVARD vs BROWN DEF, Play 001",R,15,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 002",R,12,HILL,Brown University
"HARVARD vs BROWN DEF, Play 003",P,0,HILL,Brown University
"HARVARD vs BROWN DEF, Play 004",P,8,VENOM,Brown University
"HARVARD vs BROWN DEF, Play 005",R,15,HILL,Brown University
"HARVARD vs BROWN DEF, Play 006",R,1,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 007",R,0,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 008",P,12,SALUTE,Brown University
"HARVARD vs BROWN DEF, Play 009",R,2,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 010",R,0,VENOM,Brown University
"HARVARD vs BROWN DEF, Play 011",P,0,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 012",R,3,HILL,Brown University
"HARVARD vs BROWN DEF, Play 013",R,2,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 014",P,0,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 015",P,0,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 016",P,18,VENOM,Brown University
"HARVARD vs BROWN DEF, Play 017",P,0,HILL,Brown University
"HARVARD vs BROWN DEF, Play 018",P,-5,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 019",P,0,SPROUT,Brown University
"HARVARD vs BROWN DEF, Play 020",R,5,HILL,Brown University
"HARVARD vs BROWN DEF, Play 021",R,3,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 022",R,3,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 023",R,-2,HILL,Brown University
"HARVARD vs BROWN DEF, Play 024",R,8,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 025",P,2,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 026",P,0,BLADE,Brown University
"HARVARD vs BROWN DEF, Play 027",R,2,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 028",R,2,HILL,Brown University
"HARVARD vs BROWN DEF, Play 029",P,0,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 030",P,53,HILL,Brown University
"HARVARD vs BROWN DEF, Play 031",P,18,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 032",R,2,CHARGER,Brown University
"HARVARD vs BROWN DEF, Play 033",R,-1,CHARGER,Brown University
"HARVARD vs BROWN DEF, Play 034",R,0,CHARGER,Brown University
"HARVARD vs BROWN DEF, Play 035",R,0,CHARGER,Brown University
"HARVARD vs BROWN DEF, Play 036",P,9,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 037",R,1,HILL,Brown University
"HARVARD vs BROWN DEF, Play 038",P,8,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 039",P,0,VENOM,Brown University
"HARVARD vs BROWN DEF, Play 040",P,14,HILL,Brown University
"HARVARD vs BROWN DEF, Play 041",P,0,SALUTE,Brown University
"HARVARD vs BROWN DEF, Play 042",R,0,CHARGER,Brown University
"HARVARD vs BROWN DEF, Play 043",P,-1,CHARGER,Brown University
"HARVARD vs BROWN DEF, Play 044",R,4,CHARGER,Brown University
"HARVARD vs BROWN DEF, Play 045",P,-9,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 046",P,10,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 047",R,0,COKE,Brown University
"HARVARD vs BROWN DEF, Play 048",R,55,HILL,Brown University
"HARVARD vs BROWN DEF, Play 049",R,4,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 050",P,0,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 051",P,29,SALUTE,Brown University
"HARVARD vs BROWN DEF, Play 052",R,5,SPACE,Brown University
"HARVARD vs BROWN DEF, Play 053",P,0,FRIAR,Brown University
"HARVARD vs BROWN DEF, Play 054",R,-2,BLADE,Brown University
"HARVARD vs BROWN DEF, Play 055",P,0,COKE,Brown University
"HARVARD vs BROWN DEF, Play 056",P,0,BUC,Brown University
"HARVARD vs BROWN DEF, Play 057",P,0,12,Brown University
"HARVARD vs BROWN DEF, Play 058",R,3,SPROUT,Brown University
"HARVARD vs BROWN DEF, Play 059",R,2,SPROUT,Brown University
"HARVARD vs BROWN DEF, Play 060",P,10,12,Brown University
"HARVARD vs BROWN DEF, Play 061",P,0,SPROUT,Brown University
"HARVARD vs BROWN DEF, Play 062",P,4,12,Brown University
"HARVARD vs BROWN DEF, Play 063",R,7,12,Brown University
