name,r_p,gain,opponent
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 033",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 034",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 035",P,6,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 036",P,23,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 037",R,1,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 038",R,2,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 039",R,4,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 040",P,13,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 041",R,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 042",P,12,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 043",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 044",P,23,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 045",P,-2,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 046",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 047",R,2,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 048",NP,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 049",R,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 050",R,-1,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 051",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 052",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 053",P,5,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 054",P,-4,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 055",NP,NA,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 056",R,6,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 057",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 058",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 059",P,4,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 060",R,10,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 061",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 062",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 063",P,3,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 064",P,6,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 065",R,48,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 066",R,8,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 067",R,-1,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 068",P,20,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 069",R,-2,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 070",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 071",R,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 072",P,-7,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 073",P,-7,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 074",P,7,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 075",P,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 076",R,2,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 077",R,0,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 078",R,4,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 079",P,3,Columbia University
"18 08 HARVARD DEF vs. COLUMBIA OFF, Play 080",P,0,Columbia University
"18 09 HARVARD DEF vs PENN OFF, Play 001",P,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 002",R,-1,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 003",P,5,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 004",P,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 005",R,2,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 006",R,11,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 007",R,1,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 008",R,2,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 009",P,10,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 010",P,1,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 011",P,32,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 012",R,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 013",R,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 014",R,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 015",P,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 016",P,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 017",R,6,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 018",P,3,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 019",R,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 020",R,1,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 021",R,1,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 022",R,2,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 023",P,18,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 024",P,3,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 025",P,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 026",P,-3,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 027",P,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 028",R,1,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 029",P,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 030",R,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 031",NP,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 032",P,10,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 033",P,NA,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 034",P,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 035",R,1,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 036",P,5,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 037",R,4,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 038",P,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 039",P,-15,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 040",R,5,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 041",P,21,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 042",R,1,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 043",R,8,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 044",R,2,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 045",P,0,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 046",R,-4,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 047",P,20,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 048",P,2,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 049",P,31,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 050",R,3,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 051",P,23,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 052",P,-7,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 053",R,4,University of Pennsylvania
"18 09 HARVARD DEF vs PENN OFF, Play 054",R,5,University of Pennsylvania
"18 10 HARVARD DEF vs YALE OFF, Play 001",R,-1,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 002",P,11,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 003",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 004",R,-6,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 005",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 006",P,11,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 007",R,13,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 008",P,9,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 009",R,4,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 010",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 011",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 012",P,11,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 013",P,10,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 014",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 015",R,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 016",R,3,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 017",P,-1,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 018",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 019",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 020",R,2,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 021",P,8,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 022",R,-1,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 023",P,15,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 024",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 025",P,5,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 026",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 027",R,-4,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 028",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 029",P,13,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 030",R,6,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 031",R,33,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 032",NP,NA,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 033",R,4,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 034",P,16,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 035",R,-6,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 036",P,22,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 037",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 038",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 039",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 040",R,4,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 041",P,25,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 042",R,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 043",P,48,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 044",R,-6,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 045",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 046",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 047",R,3,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 048",R,1,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 049",R,4,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 050",R,15,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 051",P,48,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 052",P,-8,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 053",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 054",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 055",R,3,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 056",P,13,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 057",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 058",P,4,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 059",P,12,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 060",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 061",R,7,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 062",R,6,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 063",R,4,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 064",P,10,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 065",R,-6,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 066",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 067",P,14,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 068",R,4,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 069",R,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 070",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 071",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 072",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 073",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 074",P,0,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 075",P,2,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 076",P,10,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 077",P,17,Yale University
"18 10 HARVARD DEF vs YALE OFF, Play 078",P,0,Yale University
"HARVARD vs BROWN DEF, Play 001",R,15,Brown University
"HARVARD vs BROWN DEF, Play 002",R,12,Brown University
"HARVARD vs BROWN DEF, Play 003",P,0,Brown University
"HARVARD vs BROWN DEF, Play 004",P,8,Brown University
"HARVARD vs BROWN DEF, Play 005",R,15,Brown University
"HARVARD vs BROWN DEF, Play 006",R,1,Brown University
"HARVARD vs BROWN DEF, Play 007",R,0,Brown University
"HARVARD vs BROWN DEF, Play 008",P,12,Brown University
"HARVARD vs BROWN DEF, Play 009",R,2,Brown University
"HARVARD vs BROWN DEF, Play 010",R,0,Brown University
"HARVARD vs BROWN DEF, Play 011",P,0,Brown University
"HARVARD vs BROWN DEF, Play 012",R,3,Brown University
"HARVARD vs BROWN DEF, Play 013",R,2,Brown University
"HARVARD vs BROWN DEF, Play 014",P,0,Brown University
"HARVARD vs BROWN DEF, Play 015",P,0,Brown University
"HARVARD vs BROWN DEF, Play 016",P,18,Brown University
"HARVARD vs BROWN DEF, Play 017",P,0,Brown University
"HARVARD vs BROWN DEF, Play 018",P,-5,Brown University
"HARVARD vs BROWN DEF, Play 019",P,0,Brown University
"HARVARD vs BROWN DEF, Play 020",R,5,Brown University
"HARVARD vs BROWN DEF, Play 021",R,3,Brown University
"HARVARD vs BROWN DEF, Play 022",R,3,Brown University
"HARVARD vs BROWN DEF, Play 023",R,-2,Brown University
"HARVARD vs BROWN DEF, Play 024",R,8,Brown University
"HARVARD vs BROWN DEF, Play 025",P,2,Brown University
"HARVARD vs BROWN DEF, Play 026",P,0,Brown University
"HARVARD vs BROWN DEF, Play 027",R,2,Brown University
"HARVARD vs BROWN DEF, Play 028",R,2,Brown University
"HARVARD vs BROWN DEF, Play 029",P,0,Brown University
"HARVARD vs BROWN DEF, Play 030",P,53,Brown University
"HARVARD vs BROWN DEF, Play 031",P,18,Brown University
"HARVARD vs BROWN DEF, Play 032",R,2,Brown University
"HARVARD vs BROWN DEF, Play 033",R,-1,Brown University
"HARVARD vs BROWN DEF, Play 034",R,0,Brown University
"HARVARD vs BROWN DEF, Play 035",R,0,Brown University
"HARVARD vs BROWN DEF, Play 036",P,9,Brown University
"HARVARD vs BROWN DEF, Play 037",R,1,Brown University
"HARVARD vs BROWN DEF, Play 038",P,8,Brown University
"HARVARD vs BROWN DEF, Play 039",P,0,Brown University
"HARVARD vs BROWN DEF, Play 040",P,14,Brown University
"HARVARD vs BROWN DEF, Play 041",P,0,Brown University
"HARVARD vs BROWN DEF, Play 042",R,0,Brown University
"HARVARD vs BROWN DEF, Play 043",P,-1,Brown University
"HARVARD vs BROWN DEF, Play 044",R,4,Brown University
"HARVARD vs BROWN DEF, Play 045",P,-9,Brown University
"HARVARD vs BROWN DEF, Play 046",P,10,Brown University
"HARVARD vs BROWN DEF, Play 047",R,0,Brown University
"HARVARD vs BROWN DEF, Play 048",R,55,Brown University
"HARVARD vs BROWN DEF, Play 049",R,4,Brown University
"HARVARD vs BROWN DEF, Play 050",P,0,Brown University
"HARVARD vs BROWN DEF, Play 051",P,29,Brown University
"HARVARD vs BROWN DEF, Play 052",R,5,Brown University
"HARVARD vs BROWN DEF, Play 053",P,0,Brown University
"HARVARD vs BROWN DEF, Play 054",R,-2,Brown University
"HARVARD vs BROWN DEF, Play 055",P,0,Brown University
"HARVARD vs BROWN DEF, Play 056",P,0,Brown University
"HARVARD vs BROWN DEF, Play 057",P,0,Brown University
"HARVARD vs BROWN DEF, Play 058",R,3,Brown University
"HARVARD vs BROWN DEF, Play 059",R,2,Brown University
"HARVARD vs BROWN DEF, Play 060",P,10,Brown University
"HARVARD vs BROWN DEF, Play 061",P,0,Brown University
"HARVARD vs BROWN DEF, Play 062",P,4,Brown University
"HARVARD vs BROWN DEF, Play 063",R,7,Brown University
